"TIME","METROREG","UNIT","Value","Flag and Footnotes"
"2013","Barcelona","Million euro","141,262.34",""
"2014","Barcelona","Million euro","143,947.73",""
"2015","Barcelona","Million euro","150,467.39",""
"2016","Barcelona","Million euro","157,031.15",""
"2017","Barcelona","Million euro","163,829.84",""
"2018","Barcelona","Million euro",":",""
"2000","Valencia","Million euro","33,592.03",""
"2001","Valencia","Million euro","36,712.31",""
"2002","Valencia","Million euro","39,465.78",""
"2003","Valencia","Million euro","41,973.3",""
"2004","Valencia","Million euro","44,773.86",""
"2005","Valencia","Million euro","47,565.36",""
"2006","Valencia","Million euro","51,743.05",""
"2007","Valencia","Million euro","56,261.51",""
"2008","Valencia","Million euro","58,377.33",""
"2009","Valencia","Million euro","55,126.57",""
"2010","Valencia","Million euro","55,295.16",""
"2011","Valencia","Million euro","54,695.34",""
"2012","Valencia","Million euro","52,397.64",""
"2013","Valencia","Million euro","51,856.38",""
"2014","Valencia","Million euro","52,909.42",""
"2015","Valencia","Million euro","54,640.78",""
"2016","Valencia","Million euro","55,304.74",""
"2017","Valencia","Million euro","57,719.42",""
"2018","Valencia","Million euro",":",""
"2000","Sevilla","Million euro","20,697.12",""
"2001","Sevilla","Million euro","22,570.66",""
"2002","Sevilla","Million euro","24,831.23",""
"2003","Sevilla","Million euro","26,892.91",""
"2004","Sevilla","Million euro","28,794.62",""
"2005","Sevilla","Million euro","31,399.97",""
"2006","Sevilla","Million euro","33,633.54",""
"2007","Sevilla","Million euro","36,353.83",""
"2008","Sevilla","Million euro","37,105.4",""
"2009","Sevilla","Million euro","35,986.87",""
"2010","Sevilla","Million euro","35,821.19",""
"2011","Sevilla","Million euro","35,700.73",""
"2012","Sevilla","Million euro","34,911.43",""
"2013","Sevilla","Million euro","33,871.1",""
"2014","Sevilla","Million euro","34,527.01",""
"2015","Sevilla","Million euro","35,577.24",""
"2016","Sevilla","Million euro","36,521.87",""
"2017","Sevilla","Million euro","38,214.99",""
"2018","Sevilla","Million euro",":",""
"2000","Zaragoza","Million euro","14,473.77",""
"2001","Zaragoza","Million euro","15,458.81",""
"2002","Zaragoza","Million euro","16,796.12",""
"2003","Zaragoza","Million euro","18,026",""
"2004","Zaragoza","Million euro","19,312.02",""
"2005","Zaragoza","Million euro","20,842.11",""
"2006","Zaragoza","Million euro","22,646",""
"2007","Zaragoza","Million euro","24,586.72",""
"2008","Zaragoza","Million euro","25,302.76",""
"2009","Zaragoza","Million euro","24,325.69",""
"2010","Zaragoza","Million euro","24,482.23",""
"2011","Zaragoza","Million euro","24,126.99",""
"2012","Zaragoza","Million euro","23,093.15",""
"2013","Zaragoza","Million euro","23,046.49",""
"2014","Zaragoza","Million euro","23,319.14",""
"2015","Zaragoza","Million euro","23,954.09",""
"2016","Zaragoza","Million euro","24,901.84",""
"2017","Zaragoza","Million euro","25,996.3",""
"2018","Zaragoza","Million euro",":",""
"2000","Málaga - Marbella","Million euro","14,963.57",""
"2001","Málaga - Marbella","Million euro","16,752.18",""
"2002","Málaga - Marbella","Million euro","17,913.54",""
"2003","Málaga - Marbella","Million euro","19,575.57",""
"2004","Málaga - Marbella","Million euro","21,701.54",""
"2005","Málaga - Marbella","Million euro","24,369.57",""
"2006","Málaga - Marbella","Million euro","26,074.47",""
"2007","Málaga - Marbella","Million euro","27,478.17",""
"2008","Málaga - Marbella","Million euro","28,317.52",""
"2009","Málaga - Marbella","Million euro","27,514.09",""
"2010","Málaga - Marbella","Million euro","27,466.29",""
"2011","Málaga - Marbella","Million euro","27,029.16",""
"2012","Málaga - Marbella","Million euro","25,851.87",""
"2013","Málaga - Marbella","Million euro","25,565.05",""
"2014","Málaga - Marbella","Million euro","26,304",""
"2015","Málaga - Marbella","Million euro","27,522.53",""
"2016","Málaga - Marbella","Million euro","28,309.09",""
"2017","Málaga - Marbella","Million euro","29,675.8",""
"2018","Málaga - Marbella","Million euro",":",""
"2000","Murcia - Cartagena","Million euro","15,717.36",""
"2001","Murcia - Cartagena","Million euro","17,141.76",""
"2002","Murcia - Cartagena","Million euro","18,638.34",""
"2003","Murcia - Cartagena","Million euro","20,261.46",""
"2004","Murcia - Cartagena","Million euro","21,773.14",""
"2005","Murcia - Cartagena","Million euro","23,863.11",""
"2006","Murcia - Cartagena","Million euro","25,934.06",""
"2007","Murcia - Cartagena","Million euro","27,985.43",""
"2008","Murcia - Cartagena","Million euro","29,098.34",""
"2009","Murcia - Cartagena","Million euro","27,670.32",""
"2010","Murcia - Cartagena","Million euro","27,912.69",""
"2011","Murcia - Cartagena","Million euro","27,236.11",""
"2012","Murcia - Cartagena","Million euro","26,508.8",""
"2013","Murcia - Cartagena","Million euro","26,566.31",""
"2014","Murcia - Cartagena","Million euro","26,712.05",""
"2015","Murcia - Cartagena","Million euro","28,492.12",""
"2016","Murcia - Cartagena","Million euro","29,369.93",""
"2017","Murcia - Cartagena","Million euro","30,601.16",""
"2018","Murcia - Cartagena","Million euro",":",""
"2000","Las Palmas","Million euro","11,076.17",""
"2001","Las Palmas","Million euro","11,971.61",""
"2002","Las Palmas","Million euro","12,580.39",""
"2003","Las Palmas","Million euro","13,307.96",""
"2004","Las Palmas","Million euro","13,725.61",""
"2005","Las Palmas","Million euro","14,348.24",""
"2006","Las Palmas","Million euro","15,340.89",""
"2007","Las Palmas","Million euro","16,221.76",""
"2008","Las Palmas","Million euro","16,627.95",""
"2009","Las Palmas","Million euro","16,009.46",""
"2010","Las Palmas","Million euro","15,860.87",""
"2011","Las Palmas","Million euro","15,691.89",""
"2012","Las Palmas","Million euro","15,070.41",""
"2013","Las Palmas","Million euro","15,045.31",""
"2014","Las Palmas","Million euro","14,990.93",""
"2015","Las Palmas","Million euro","15,194.56",""
"2016","Las Palmas","Million euro","15,872.66",""
"2017","Las Palmas","Million euro","16,818.91",""
"2018","Las Palmas","Million euro",":",""
"2000","Valladolid","Million euro","7,986.88",""
"2001","Valladolid","Million euro","8,561.28",""
"2002","Valladolid","Million euro","9,100.1",""
"2003","Valladolid","Million euro","9,540.12",""
"2004","Valladolid","Million euro","10,181.79",""
"2005","Valladolid","Million euro","10,989.12",""
"2006","Valladolid","Million euro","11,722.23",""
"2007","Valladolid","Million euro","12,507.65",""
"2008","Valladolid","Million euro","12,642.16",""
"2009","Valladolid","Million euro","12,166.9",""
"2010","Valladolid","Million euro","12,551.89",""
"2011","Valladolid","Million euro","12,353.14",""
"2012","Valladolid","Million euro","11,942.01",""
"2013","Valladolid","Million euro","11,824.88",""
"2014","Valladolid","Million euro","12,006.52",""
"2015","Valladolid","Million euro","12,481.5",""
"2016","Valladolid","Million euro","12,927.18",""
"2017","Valladolid","Million euro","13,279.41",""
"2018","Valladolid","Million euro",":",""
"2000","Palma de Mallorca","Million euro","13,704.03",""
"2001","Palma de Mallorca","Million euro","14,809.06",""
"2002","Palma de Mallorca","Million euro","15,606.29",""
"2003","Palma de Mallorca","Million euro","16,300.41",""
"2004","Palma de Mallorca","Million euro","17,415.74",""
"2005","Palma de Mallorca","Million euro","18,798.03",""
"2006","Palma de Mallorca","Million euro","20,368.64",""
"2007","Palma de Mallorca","Million euro","21,877.71",""
"2008","Palma de Mallorca","Million euro","22,799.5",""
"2009","Palma de Mallorca","Million euro","21,865.07",""
"2010","Palma de Mallorca","Million euro","21,807.53",""
"2011","Palma de Mallorca","Million euro","21,612.13",""
"2012","Palma de Mallorca","Million euro","21,177.81",""
"2013","Palma de Mallorca","Million euro","21,091.25",""
"2014","Palma de Mallorca","Million euro","21,681.55",""
"2015","Palma de Mallorca","Million euro","22,861.82",""
"2016","Palma de Mallorca","Million euro","24,109.35",""
"2017","Palma de Mallorca","Million euro","25,379.95",""
"2018","Palma de Mallorca","Million euro",":",""
"2000","Vitoria/Gasteiz","Million euro","6,286.37",""
"2001","Vitoria/Gasteiz","Million euro","6,832.05",""
"2002","Vitoria/Gasteiz","Million euro","7,411.35",""
"2003","Vitoria/Gasteiz","Million euro","7,863.14",""
"2004","Vitoria/Gasteiz","Million euro","8,464.3",""
"2005","Vitoria/Gasteiz","Million euro","9,231.12",""
"2006","Vitoria/Gasteiz","Million euro","10,251.39",""
"2007","Vitoria/Gasteiz","Million euro","11,128.34",""
"2008","Vitoria/Gasteiz","Million euro","11,715.94",""
"2009","Vitoria/Gasteiz","Million euro","10,864.45",""
"2010","Vitoria/Gasteiz","Million euro","10,825.07",""
"2011","Vitoria/Gasteiz","Million euro","10,917.73",""
"2012","Vitoria/Gasteiz","Million euro","10,624.13",""
"2013","Vitoria/Gasteiz","Million euro","10,722.29",""
"2014","Vitoria/Gasteiz","Million euro","11,029.76",""
"2015","Vitoria/Gasteiz","Million euro","11,296.17",""
"2016","Vitoria/Gasteiz","Million euro","11,617.82",""
"2017","Vitoria/Gasteiz","Million euro","11,983.38",""
"2018","Vitoria/Gasteiz","Million euro",":",""
"2000","Oviedo - Gijón","Million euro","14,305.04",""
"2001","Oviedo - Gijón","Million euro","15,409.68",""
"2002","Oviedo - Gijón","Million euro","16,299.17",""
"2003","Oviedo - Gijón","Million euro","17,208.84",""
"2004","Oviedo - Gijón","Million euro","18,299.15",""
"2005","Oviedo - Gijón","Million euro","19,843.02",""
"2006","Oviedo - Gijón","Million euro","21,562.36",""
"2007","Oviedo - Gijón","Million euro","23,105.98",""
"2008","Oviedo - Gijón","Million euro","23,844.42",""
"2009","Oviedo - Gijón","Million euro","22,541.85",""
"2010","Oviedo - Gijón","Million euro","22,733.53",""
"2011","Oviedo - Gijón","Million euro","22,375.47",""
"2012","Oviedo - Gijón","Million euro","21,364.82",""
"2013","Oviedo - Gijón","Million euro","20,746.77",""
"2014","Oviedo - Gijón","Million euro","20,652.85",""
"2015","Oviedo - Gijón","Million euro","21,372.64",""
"2016","Oviedo - Gijón","Million euro","21,694.29",""
"2017","Oviedo - Gijón","Million euro","22,639.83",""
"2018","Oviedo - Gijón","Million euro",":",""
"2000","Pamplona/Iruña","Million euro","11,177.14",""
"2001","Pamplona/Iruña","Million euro","11,918.74",""
"2002","Pamplona/Iruña","Million euro","12,718.17",""
"2003","Pamplona/Iruña","Million euro","13,529.17",""
"2004","Pamplona/Iruña","Million euro","14,431.12",""
"2005","Pamplona/Iruña","Million euro","15,517.45",""
"2006","Pamplona/Iruña","Million euro","16,661.26",""
"2007","Pamplona/Iruña","Million euro","17,766.31",""
"2008","Pamplona/Iruña","Million euro","18,517.38",""
"2009","Pamplona/Iruña","Million euro","17,896.48",""
"2010","Pamplona/Iruña","Million euro","17,974",""
"2011","Pamplona/Iruña","Million euro","17,942.17",""
"2012","Pamplona/Iruña","Million euro","17,282.24",""
"2013","Pamplona/Iruña","Million euro","17,237.78",""
"2014","Pamplona/Iruña","Million euro","17,505.25",""
"2015","Pamplona/Iruña","Million euro","18,145.71",""
"2016","Pamplona/Iruña","Million euro","18,747.27",""
"2017","Pamplona/Iruña","Million euro","19,554.62",""
"2018","Pamplona/Iruña","Million euro",":",""
"2000","Santander","Million euro","7,968.18",""
"2001","Santander","Million euro","8,618.76",""
"2002","Santander","Million euro","9,196.3",""
"2003","Santander","Million euro","9,688.15",""
"2004","Santander","Million euro","10,314.35",""
"2005","Santander","Million euro","11,138.85",""
"2006","Santander","Million euro","11,939.83",""
"2007","Santander","Million euro","12,819.38",""
"2008","Santander","Million euro","13,260.75",""
"2009","Santander","Million euro","12,788.93",""
"2010","Santander","Million euro","12,836.64",""
"2011","Santander","Million euro","12,622.7",""
"2012","Santander","Million euro","12,167.29",""
"2013","Santander","Million euro","11,864.27",""
"2014","Santander","Million euro","12,057.58",""
"2015","Santander","Million euro","12,325.88",""
"2016","Santander","Million euro","12,736.08",""
"2017","Santander","Million euro","13,225.91",""
"2018","Santander","Million euro",":",""
"2000","Bilbao","Million euro","21,002.35",""
"2001","Bilbao","Million euro","21,940.32",""
"2002","Bilbao","Million euro","23,210.82",""
"2003","Bilbao","Million euro","24,713.43",""
"2004","Bilbao","Million euro","26,184.85",""
"2005","Bilbao","Million euro","28,227.23",""
"2006","Bilbao","Million euro","29,960.85",""
"2007","Bilbao","Million euro","31,759.47",""
"2008","Bilbao","Million euro","33,373.51",""
"2009","Bilbao","Million euro","32,416.32",""
"2010","Bilbao","Million euro","32,878.71",""
"2011","Bilbao","Million euro","32,288.3",""
"2012","Bilbao","Million euro","31,472.29",""
"2013","Bilbao","Million euro","30,820.61",""
"2014","Bilbao","Million euro","31,461.77",""
"2015","Bilbao","Million euro","32,829.71",""
"2016","Bilbao","Million euro","33,915.16",""
"2017","Bilbao","Million euro","35,045.95",""
"2018","Bilbao","Million euro",":",""
"2000","Córdoba","Million euro","8,153.74",""
"2001","Córdoba","Million euro","8,628.08",""
"2002","Córdoba","Million euro","9,131.8",""
"2003","Córdoba","Million euro","10,016.6",""
"2004","Córdoba","Million euro","10,886.96",""
"2005","Córdoba","Million euro","11,581.24",""
"2006","Córdoba","Million euro","12,666.36",""
"2007","Córdoba","Million euro","13,648.92",""
"2008","Córdoba","Million euro","13,844.63",""
"2009","Córdoba","Million euro","13,344.81",""
"2010","Córdoba","Million euro","13,229.71",""
"2011","Córdoba","Million euro","13,057.76",""
"2012","Córdoba","Million euro","12,305.92",""
"2013","Córdoba","Million euro","12,431.98",""
"2014","Córdoba","Million euro","12,481.33",""
"2015","Córdoba","Million euro","13,211.22",""
"2016","Córdoba","Million euro","13,519.2",""
"2017","Córdoba","Million euro","14,152.37",""
"2018","Córdoba","Million euro",":",""
"2000","Alicante/Alacant - Elche/Elx","Million euro","20,317.42",""
"2001","Alicante/Alacant - Elche/Elx","Million euro","22,371.59",""
"2002","Alicante/Alacant - Elche/Elx","Million euro","23,913.68",""
"2003","Alicante/Alacant - Elche/Elx","Million euro","25,728.22",""
"2004","Alicante/Alacant - Elche/Elx","Million euro","27,957.76",""
"2005","Alicante/Alacant - Elche/Elx","Million euro","30,377.71",""
"2006","Alicante/Alacant - Elche/Elx","Million euro","32,714.81",""
"2007","Alicante/Alacant - Elche/Elx","Million euro","34,433.97",""
"2008","Alicante/Alacant - Elche/Elx","Million euro","35,216.29",""
"2009","Alicante/Alacant - Elche/Elx","Million euro","33,091.82",""
"2010","Alicante/Alacant - Elche/Elx","Million euro","32,611.59",""
"2011","Alicante/Alacant - Elche/Elx","Million euro","31,503.37",""
"2012","Alicante/Alacant - Elche/Elx","Million euro","30,136.69",""
"2013","Alicante/Alacant - Elche/Elx","Million euro","29,866.73",""
"2014","Alicante/Alacant - Elche/Elx","Million euro","30,731.98",""
"2015","Alicante/Alacant - Elche/Elx","Million euro","31,910.01",""
"2016","Alicante/Alacant - Elche/Elx","Million euro","33,675.02",""
"2017","Alicante/Alacant - Elche/Elx","Million euro","35,061.83",""
"2018","Alicante/Alacant - Elche/Elx","Million euro",":",""
"2000","Vigo","Million euro","11,436.95",""
"2001","Vigo","Million euro","12,295.27",""
"2002","Vigo","Million euro","12,847.07",""
"2003","Vigo","Million euro","13,835.8",""
"2004","Vigo","Million euro","15,072.11",""
"2005","Vigo","Million euro","16,161.93",""
"2006","Vigo","Million euro","17,755.75",""
"2007","Vigo","Million euro","19,248.93",""
"2008","Vigo","Million euro","20,072.28",""
