"TIME","METROREG","AGE","SEX","Value","Flag and Footnotes"
"2007","Stoke-on-Trent","Total","Total","1,073,629",""
"2008","Stoke-on-Trent","Total","Total","1,080,253",""
"2009","Stoke-on-Trent","Total","Total","1,085,413",""
"2010","Stoke-on-Trent","Total","Total","1,089,925",""
"2011","Stoke-on-Trent","Total","Total","1,095,481",""
"2012","Stoke-on-Trent","Total","Total","1,100,030",""
"2013","Stoke-on-Trent","Total","Total","1,104,450",""
"2014","Stoke-on-Trent","Total","Total","1,108,934",""
"2015","Stoke-on-Trent","Total","Total","1,112,339",""
"2016","Stoke-on-Trent","Total","Total","1,116,954",""
"2017","Stoke-on-Trent","Total","Total","1,123,072",""
"2018","Stoke-on-Trent","Total","Total","1,126,654",""
"2019","Stoke-on-Trent","Total","Total","1,130,317",""
"1999","Nottingham","Total","Total","275,451",""
"2000","Nottingham","Total","Total","272,138",""
"2001","Nottingham","Total","Total","269,839",""
"2002","Nottingham","Total","Total","270,335",""
"2003","Nottingham","Total","Total","273,641",""
"2004","Nottingham","Total","Total","277,574",""
"2005","Nottingham","Total","Total","282,211",""
"2006","Nottingham","Total","Total","285,632",""
"2007","Nottingham","Total","Total","287,304",""
"2008","Nottingham","Total","Total","289,452",""
"2009","Nottingham","Total","Total","292,782",""
"2010","Nottingham","Total","Total","297,266",""
"2011","Nottingham","Total","Total","301,813",""
"2012","Nottingham","Total","Total","306,185",""
"2013","Nottingham","Total","Total","309,560",""
"2014","Nottingham","Total","Total","312,505",""
"2015","Nottingham","Total","Total","316,650",""
"2016","Nottingham","Total","Total","321,827",""
"2017","Nottingham","Total","Total","326,963",""
"2018","Nottingham","Total","Total","329,448",""
"2019","Nottingham","Total","Total","331,297",""
"1999","Kirklees","Total","Total",":",""
"2000","Kirklees","Total","Total",":",""
"2001","Kirklees","Total","Total",":",""
"2002","Kirklees","Total","Total","583,363",""
"2003","Kirklees","Total","Total","586,907",""
"2004","Kirklees","Total","Total","590,503",""
"2005","Kirklees","Total","Total","594,766",""
"2006","Kirklees","Total","Total","599,534",""
"2007","Kirklees","Total","Total","604,655",""
"2008","Kirklees","Total","Total","610,021",""
"2009","Kirklees","Total","Total","614,834",""
"2010","Kirklees","Total","Total","619,144",""
"2011","Kirklees","Total","Total","624,279",""
"2012","Kirklees","Total","Total","628,835",""
"2013","Kirklees","Total","Total","632,260",""
"2014","Kirklees","Total","Total","635,531",""
"2015","Kirklees","Total","Total","638,869",""
"2016","Kirklees","Total","Total","642,500",""
"2017","Kirklees","Total","Total","645,456",""
"2018","Kirklees","Total","Total","648,752",""
"2019","Kirklees","Total","Total","651,117",""
"1999","Doncaster","Total","Total","754,799",""
"2000","Doncaster","Total","Total","752,677",""
"2001","Doncaster","Total","Total","752,568",""
"2002","Doncaster","Total","Total","755,273",""
"2003","Doncaster","Total","Total","759,178",""
"2004","Doncaster","Total","Total","762,527",""
"2005","Doncaster","Total","Total","765,669",""
"2006","Doncaster","Total","Total","769,790",""
"2007","Doncaster","Total","Total","774,248",""
"2008","Doncaster","Total","Total","778,929",""
"2009","Doncaster","Total","Total","783,475",""
"2010","Doncaster","Total","Total","786,899",""
"2011","Doncaster","Total","Total","790,167",""
"2012","Doncaster","Total","Total","793,588",""
"2013","Doncaster","Total","Total","796,703",""
"2014","Doncaster","Total","Total","800,470",""
"2015","Doncaster","Total","Total","804,450",""
"2016","Doncaster","Total","Total","808,811",""
"2017","Doncaster","Total","Total","813,490",""
"2018","Doncaster","Total","Total","817,158",""
"2019","Doncaster","Total","Total","820,943",""
"1999","Sunderland","Total","Total","288,618",""
"2000","Sunderland","Total","Total","286,624",""
"2001","Sunderland","Total","Total","285,160",""
"2002","Sunderland","Total","Total","283,804",""
"2003","Sunderland","Total","Total","282,261",""
"2004","Sunderland","Total","Total","280,796",""
"2005","Sunderland","Total","Total","279,633",""
"2006","Sunderland","Total","Total","278,775",""
"2007","Sunderland","Total","Total","278,085",""
"2008","Sunderland","Total","Total","277,306",""
"2009","Sunderland","Total","Total","276,492",""
"2010","Sunderland","Total","Total","276,083",""
"2011","Sunderland","Total","Total","275,647",""
"2012","Sunderland","Total","Total","275,547",""
"2013","Sunderland","Total","Total","275,944",""
"2014","Sunderland","Total","Total","276,432",""
"2015","Sunderland","Total","Total","276,818",""
"2016","Sunderland","Total","Total","277,075",""
"2017","Sunderland","Total","Total","277,283",""
"2018","Sunderland","Total","Total","277,643",""
"2019","Sunderland","Total","Total","277,733",""
"1999","Medway","Total","Total","245,862",""
"2000","Medway","Total","Total","247,428",""
"2001","Medway","Total","Total","249,089",""
"2002","Medway","Total","Total","249,971",""
"2003","Medway","Total","Total","250,693",""
"2004","Medway","Total","Total","251,297",""
"2005","Medway","Total","Total","251,767",""
"2006","Medway","Total","Total","252,763",""
"2007","Medway","Total","Total","254,636",""
"2008","Medway","Total","Total","257,011",""
"2009","Medway","Total","Total","259,204",""
"2010","Medway","Total","Total","261,460",""
"2011","Medway","Total","Total","263,795",""
"2012","Medway","Total","Total","266,511",""
"2013","Medway","Total","Total","269,415",""
"2014","Medway","Total","Total","271,955",""
"2015","Medway","Total","Total","274,197",""
"2016","Medway","Total","Total","276,079",""
"2017","Medway","Total","Total","277,282",""
"2018","Medway","Total","Total","279,725",""
"2019","Medway","Total","Total","280,894",""
"1999","Brighton and Hove","Total","Total","247,412",""
"2000","Brighton and Hove","Total","Total","248,400",""
"2001","Brighton and Hove","Total","Total","249,370",""
"2002","Brighton and Hove","Total","Total","249,839",""
"2003","Brighton and Hove","Total","Total","249,778",""
"2004","Brighton and Hove","Total","Total","249,832",""
"2005","Brighton and Hove","Total","Total","251,333",""
"2006","Brighton and Hove","Total","Total","254,188",""
"2007","Brighton and Hove","Total","Total","256,839",""
"2008","Brighton and Hove","Total","Total","260,077",""
"2009","Brighton and Hove","Total","Total","263,777",""
"2010","Brighton and Hove","Total","Total","267,524",""
"2011","Brighton and Hove","Total","Total","271,211",""
"2012","Brighton and Hove","Total","Total","274,334",""
"2013","Brighton and Hove","Total","Total","276,854",""
"2014","Brighton and Hove","Total","Total","279,321",""
"2015","Brighton and Hove","Total","Total","282,362",""
"2016","Brighton and Hove","Total","Total","285,637",""
"2017","Brighton and Hove","Total","Total","287,676",""
"2018","Brighton and Hove","Total","Total","290,134",""
"2019","Brighton and Hove","Total","Total","292,169",""
"1999","Plymouth","Total","Total","242,436",""
"2000","Plymouth","Total","Total","241,849",""
"2001","Plymouth","Total","Total","241,338",""
"2002","Plymouth","Total","Total","241,724",""
"2003","Plymouth","Total","Total","242,950",""
"2004","Plymouth","Total","Total","243,684",""
"2005","Plymouth","Total","Total","245,750",""
"2006","Plymouth","Total","Total","248,335",""
"2007","Plymouth","Total","Total","250,188",""
"2008","Plymouth","Total","Total","251,846",""
"2009","Plymouth","Total","Total","252,790",""
"2010","Plymouth","Total","Total","253,645",""
"2011","Plymouth","Total","Total","255,399",""
"2012","Plymouth","Total","Total","257,162",""
"2013","Plymouth","Total","Total","258,164",""
"2014","Plymouth","Total","Total","259,546",""
"2015","Plymouth","Total","Total","260,961",""
"2016","Plymouth","Total","Total","261,876",""
"2017","Plymouth","Total","Total","262,723",""
"2018","Plymouth","Total","Total","263,789",""
"2019","Plymouth","Total","Total","264,135",""
"1999","Swansea","Total","Total","489,730",""
"2000","Swansea","Total","Total","488,278",""
"2001","Swansea","Total","Total","487,055",""
"2002","Swansea","Total","Total","487,966",""
"2003","Swansea","Total","Total","491,487",""
"2004","Swansea","Total","Total","495,409",""
"2005","Swansea","Total","Total","498,549",""
"2006","Swansea","Total","Total","501,561",""
"2007","Swansea","Total","Total","505,307",""
"2008","Swansea","Total","Total","509,043",""
"2009","Swansea","Total","Total","511,822",""
"2010","Swansea","Total","Total","514,140",""
"2011","Swansea","Total","Total","516,660",""
"2012","Swansea","Total","Total","518,635",""
"2013","Swansea","Total","Total","519,949",""
"2014","Swansea","Total","Total","521,652",""
"2015","Swansea","Total","Total","524,170",""
"2016","Swansea","Total","Total","527,584",""
"2017","Swansea","Total","Total","530,745",""
"2018","Swansea","Total","Total","530,718",""
"2019","Swansea","Total","Total","532,489",""
"1999","Derby","Total","Total","231,072",""
"2000","Derby","Total","Total","231,023",""
"2001","Derby","Total","Total","230,760",""
"2002","Derby","Total","Total","231,334",""
"2003","Derby","Total","Total","232,383",""
"2004","Derby","Total","Total","233,648",""
"2005","Derby","Total","Total","235,468",""
"2006","Derby","Total","Total","237,272",""
"2007","Derby","Total","Total","239,003",""
"2008","Derby","Total","Total","240,873",""
"2009","Derby","Total","Total","242,912",""
"2010","Derby","Total","Total","245,491",""
"2011","Derby","Total","Total","247,966",""
"2012","Derby","Total","Total","249,768",""
"2013","Derby","Total","Total","250,943",""
"2014","Derby","Total","Total","251,804",""
"2015","Derby","Total","Total","253,087",""
"2016","Derby","Total","Total","255,041",""
"2017","Derby","Total","Total","256,607",""
"2018","Derby","Total","Total","258,148",""
"2019","Derby","Total","Total","258,746",""
"1999","Southampton","Total","Total",":",""
"2000","Southampton","Total","Total",":",""
"2001","Southampton","Total","Total",":",""
"2002","Southampton","Total","Total","717,286",""
"2003","Southampton","Total","Total","720,759",""
"2004","Southampton","Total","Total","724,588",""
"2005","Southampton","Total","Total","729,457",""
"2006","Southampton","Total","Total","733,801",""
"2007","Southampton","Total","Total","737,562",""
"2008","Southampton","Total","Total","742,202",""
"2009","Southampton","Total","Total","747,023",""
"2010","Southampton","Total","Total","752,948",""
"2011","Southampton","Total","Total","759,282",""
"2012","Southampton","Total","Total","765,071",""
"2013","Southampton","Total","Total","770,645",""
"2014","Southampton","Total","Total","776,252",""
"2015","Southampton","Total","Total","783,177",""
"2016","Southampton","Total","Total","790,877",""
"2017","Southampton","Total","Total","796,892",""
"2018","Southampton","Total","Total","802,162",""
"2019","Southampton","Total","Total","806,001",""
"1999","Northampton","Total","Total",":",""
"2000","Northampton","Total","Total",":",""
"2001","Northampton","Total","Total",":",""
"2002","Northampton","Total","Total","347,503",""
"2003","Northampton","Total","Total","350,404",""
"2004","Northampton","Total","Total","352,381",""
"2005","Northampton","Total","Total","355,266",""
"2006","Northampton","Total","Total","359,931",""
"2007","Northampton","Total","Total","364,163",""
"2008","Northampton","Total","Total","367,173",""
"2009","Northampton","Total","Total","369,861",""
"2010","Northampton","Total","Total","372,342",""
"2011","Northampton","Total","Total","374,724",""
"2012","Northampton","Total","Total","377,438",""
"2013","Northampton","Total","Total","380,251",""
"2014","Northampton","Total","Total","383,543",""
"2015","Northampton","Total","Total","387,940",""
"2016","Northampton","Total","Total","392,939",""
"2017","Northampton","Total","Total","397,393",""
"2018","Northampton","Total","Total","400,857",""
"2019","Northampton","Total","Total","403,687",""
"1999","Bournemouth","Total","Total","300,208",""
"2000","Bournemouth","Total","Total","300,460",""
"2001","Bournemouth","Total","Total","301,453",""
"2002","Bournemouth","Total","Total","302,757",""
"2003","Bournemouth","Total","Total","303,360",""
"2004","Bournemouth","Total","Total","303,092",""
"2005","Bournemouth","Total","Total","304,426",""
"2006","Bournemouth","Total","Total","306,851",""
"2007","Bournemouth","Total","Total","310,406",""
"2008","Bournemouth","Total","Total","314,580",""
"2009","Bournemouth","Total","Total","317,923",""
"2010","Bournemouth","Total","Total","322,857",""
"2011","Bournemouth","Total","Total","328,781",""
"2012","Bournemouth","Total","Total","333,142",""
"2013","Bournemouth","Total","Total","335,727",""
"2014","Bournemouth","Total","Total","338,000",""
"2015","Bournemouth","Total","Total","340,505",""
"2016","Bournemouth","Total","Total","343,018",""
"2017","Bournemouth","Total","Total","345,189",""
"2018","Bournemouth","Total","Total","347,520",""
"2019","Bournemouth","Total","Total","348,309",""
"1999","Colchester","Total","Total",":",""
"2000","Colchester","Total","Total",":",""
"2001","Colchester","Total","Total",":",""
"2002","Colchester","Total","Total","428,514",""
"2003","Colchester","Total","Total","431,277",""
"2004","Colchester","Total","Total","434,662",""
"2005","Colchester","Total","Total","439,007",""
"2006","Colchester","Total","Total","443,392",""
"2007","Colchester","Total","Total","446,902",""
"2008","Colchester","Total","Total","450,428",""
"2009","Colchester","Total","Total","452,754",""
"2010","Colchester","Total","Total","455,006",""
"2011","Colchester","Total","Total","457,985",""
"2012","Colchester","Total","Total","461,073",""
"2013","Colchester","Total","Total","464,562",""
"2014","Colchester","Total","Total","468,809",""
"2015","Colchester","Total","Total","474,327",""
"2016","Colchester","Total","Total","479,733",""
"2017","Colchester","Total","Total","484,356",""
"2018","Colchester","Total","Total","488,881",""
"2019","Colchester","Total","Total","492,514",""
"1999","Blackburn - Blackpool - Preston","Total","Total",":",""
"2000","Blackburn - Blackpool - Preston","Total","Total",":",""
"2001","Blackburn - Blackpool - Preston","Total","Total",":",""
"2002","Blackburn - Blackpool - Preston","Total","Total","644,020",""
"2003","Blackburn - Blackpool - Preston","Total","Total","648,042",""
"2004","Blackburn - Blackpool - Preston","Total","Total","652,881",""
"2005","Blackburn - Blackpool - Preston","Total","Total","657,096",""
"2006","Blackburn - Blackpool - Preston","Total","Total","660,769",""
"2007","Blackburn - Blackpool - Preston","Total","Total","664,026",""
"2008","Blackburn - Blackpool - Preston","Total","Total","665,970",""
"2009","Blackburn - Blackpool - Preston","Total","Total","667,101",""
"2010","Blackburn - Blackpool - Preston","Total","Total","668,970",""
"2011","Blackburn - Blackpool - Preston","Total","Total","671,259",""
"2012","Blackburn - Blackpool - Preston","Total","Total","672,687",""
"2013","Blackburn - Blackpool - Preston","Total","Total","672,894",""
"2014","Blackburn - Blackpool - Preston","Total","Total","672,630",""
"2015","Blackburn - Blackpool - Preston","Total","Total","673,445",""
"2016","Blackburn - Blackpool - Preston","Total","Total","675,456",""
"2017","Blackburn - Blackpool - Preston","Total","Total","677,629",""
