"TIME","METROREG","UNIT","WSTATUS","NACE_R2","Value","Flag and Footnotes"
"2002","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","192","e"
"2003","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","191","e"
"2004","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","192","e"
"2005","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","192","e"
"2006","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","195","e"
"2007","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","198","e"
"2008","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","202","e"
"2009","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","204","e"
"2010","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","207","e"
"2011","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","211","e"
"2012","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","213","e"
"2013","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","216","e"
"2014","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","217","e"
"2015","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","220","e"
"2016","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","224","e"
"2017","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities","227","e"
"2018","Oldenburg (Oldenburg)","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","312","e"
"2001","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","316","e"
"2002","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","315","e"
"2003","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","311","e"
"2004","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","312","e"
"2005","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","312","e"
"2006","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","314","e"
"2007","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","322","e"
"2008","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","330","e"
"2009","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","329","e"
"2010","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","329","e"
"2011","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","331","e"
"2012","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","336","e"
"2013","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","341","e"
"2014","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","344","e"
"2015","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","347","e"
"2016","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","352","e"
"2017","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities","359","e"
"2018","Heidelberg","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","Paderborn","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","141","e"
"2001","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","142","e"
"2002","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","141","e"
"2003","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","140","e"
"2004","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","141","e"
"2005","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","140","e"
"2006","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","143","e"
"2007","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","148","e"
"2008","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","151","e"
"2009","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","151","e"
"2010","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","153","e"
"2011","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","155","e"
"2012","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","158","e"
"2013","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","157","e"
"2014","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","159","e"
"2015","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","160","e"
"2016","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","162","e"
"2017","Paderborn","Thousand persons","Employed persons","Total - all NACE activities","164","e"
"2018","Paderborn","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","Würzburg","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","260","e"
"2001","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","261","e"
"2002","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","263","e"
"2003","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","259","e"
"2004","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","259","e"
"2005","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","258","e"
"2006","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","261","e"
"2007","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","264","e"
"2008","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","269","e"
"2009","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","271","e"
"2010","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","272","e"
"2011","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","275","e"
"2012","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","276","e"
"2013","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","279","e"
"2014","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","282","e"
"2015","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","285","e"
"2016","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","288","e"
"2017","Würzburg","Thousand persons","Employed persons","Total - all NACE activities","292","e"
"2018","Würzburg","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","129","e"
"2001","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","129","e"
"2002","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","127","e"
"2003","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","126","e"
"2004","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","127","e"
"2005","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","126","e"
"2006","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","128","e"
"2007","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","131","e"
"2008","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","135","e"
"2009","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","136","e"
"2010","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","135","e"
"2011","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","137","e"
"2012","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","139","e"
"2013","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","139","e"
"2014","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","139","e"
"2015","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","138","e"
"2016","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","139","e"
"2017","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities","140","e"
"2018","Bremerhaven","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","Heilbronn","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Heilbronn","Thousand persons","Employed persons","Total - all NACE activities","233","e"
"2001","Heilbronn","Thousand persons","Employed persons","Total - all NACE activities","235","e"
"2002","Heilbronn","Thousand persons","Employed persons","Total - all NACE activities","235","e"
"2003","Heilbronn","Thousand persons","Employed persons","Total - all NACE activities","235","e"
"2004","Heilbronn","Thousand persons","Employed persons","Total - all NACE activities","238","e"
"2005","Heilbronn","Thousand persons","Employed persons","Total - all NACE activities","238","e"
"2006","Heilbronn","Thousand persons","Employed persons","Total - all NACE activities","240","e"
"2007","Heilbronn","Thousand persons","Employed persons","Total - all NACE activities","246","e"
